ticker,date_bulletin,cours,per,rendement,variation_annee,dividende_montant,dividende_date
UNXC,20241231,410.0,,14.82,-23.36,60.75,29-juil.-22
CIEC,20241231,2195.0,11.56,7.79,29.12,171.0,30-juil.-24
ORAC,20241231,17500.0,17.02,4.46,60.55,780.0,3-juin-24
SDCC,20241231,5685.0,8.35,8.47,19.18,481.5,25-sept.-24
SDSC,20241231,1340.0,4.26,6.87,-0.74,92.0,12-déc.-24
NTLC,20250131,8400.0,11.2,8.04,5.53,675.0,20-août-24
PALC,20250131,4650.0,3.71,12.11,-7.0,563.31,26-juil.-24
TTLC,20250131,2495.0,18.04,8.0,-0.2,199.54,12-sept.-24
TTLS,20250131,2200.0,18.0,9.44,-4.35,207.58,28-juin-24
ECOC,20250131,8600.0,9.85,6.91,-2.22,594.0,30-mai-24
NSBC,20250131,7590.0,5.39,5.99,7.05,454.83,8-juil.-24
SGBC,20250131,20895.0,6.69,7.44,-0.5,1553.85,25-juin-24
ONTBF,20250131,2285.0,7.72,11.66,-0.44,266.45,31-juil.-24
ORAC,20250131,17700.0,17.22,4.41,1.14,780.0,3-juin-24
SNTS,20250131,24990.0,7.53,6.3,4.13,1575.0,17-mai-24
LNBB,20250131,5000.0,25.55,,5.71,,
SCRC,20250131,745.0,,5.44,-3.87,40.5,20-août-21
SICC,20250131,3940.0,122.84,,-1.5,1919.0,25-sept.-00
SLBC,20250131,13500.0,14.74,2.0,4.25,270.0,14-août-24
SOGC,20250131,4490.0,18.4,4.61,-2.6,207.0,6-août-24
SPHC,20250131,3740.0,15.34,1.73,-9.66,64.8,12-août-24
STBC,20250131,7500.0,10.81,9.0,2.74,675.0,29-juil.-24
ABJC,20250131,1835.0,15.0,11.24,-3.42,206.2,30-sept.-24
BNBC,20250131,1035.0,190.44,14.49,-2.82,150.0,24-juil.-23
CFAC,20250131,570.0,16.15,2.78,-5.0,15.87,30-août-24
NEIC,20250131,740.0,8.09,11.05,-1.33,81.78,25-juin-24
PRSC,20250131,1810.0,8.89,10.09,-17.73,182.7,24-sept.-24
UNLC,20250131,6450.0,92.5,,-0.39,1233.0,9-juil.-12
UNXC,20250131,395.0,,15.38,-3.66,60.75,29-juil.-22
SHEC,20250131,890.0,13.98,6.4,1.14,57.0,27-sept.-24
SMBC,20250131,7400.0,3.34,14.59,-14.0,1080.0,30-sept.-24
BICC,20250131,16000.0,15.97,3.38,14.29,540.9,27-juin-24
BOAB,20250131,3545.0,6.68,19.92,-3.8,706.0,27-mai-24
BOABF,20250131,3180.0,4.81,22.14,4.78,704.0,6-mai-24
BOAC,20250131,4650.0,7.13,14.71,-6.91,684.0,29-avr.-24
BOAM,20250131,1710.0,8.12,8.42,-9.52,144.0,21-mai-24
BOAN,20250131,2295.0,4.74,26.54,-10.87,609.15,31-mai-24
BOAS,20250131,2725.0,5.76,11.01,-13.49,300.0,27-juin-24
CBIBF,20250131,9800.0,4.88,8.06,-0.86,790.0,5-juil.-24
ETIT,20250131,15.0,1.12,4.03,-6.25,0.6,8-juin-23
ORGT,20250131,1685.0,,3.53,-12.24,59.52,17-juil.-20
SAFC,20250131,825.0,,,14.58,23.04,29-juil.-11
SIBC,20250131,3550.0,4.08,13.94,-0.14,495.0,31-juil.-24
CABC,20250131,1100.0,4.55,7.23,5.77,79.58,31-mai-24
FTSC,20250131,1910.0,8.76,7.49,3.24,143.1,30-sept.-24
SDSC,20250131,1275.0,4.05,7.22,-4.85,92.0,12-déc.-24
SEMC,20250131,700.0,17.42,2.0,0.0,14.0,28-déc.-21
SIVC,20250131,480.0,4.68,,-4.0,63.0,29-sept.-17
STAC,20250131,460.0,,14.38,2.22,66.15,18-juil.-22
CIEC,20250131,2180.0,11.48,7.84,-0.68,171.0,30-juil.-24
SDCC,20250131,5800.0,8.52,8.3,2.02,481.5,25-sept.-24
NTLC,20250228,9400.0,12.53,7.18,18.09,675.0,20-août-24
PALC,20250228,6100.0,4.87,9.23,22.0,563.31,26-juil.-24
TTLC,20250228,3790.0,27.4,5.26,51.6,199.54,12-sept.-24
TTLS,20250228,2365.0,19.35,8.78,2.83,207.58,28-juin-24
ECOC,20250228,8880.0,10.17,6.69,0.97,594.0,30-mai-24
NSBC,20250228,8620.0,6.12,5.28,21.58,454.83,8-juil.-24
SGBC,20250228,22005.0,6.76,7.06,4.79,1553.85,25-juin-24
ONTBF,20250228,2450.0,8.27,10.88,6.75,266.45,31-juil.-24
ORAC,20250228,17600.0,16.76,4.43,0.57,780.0,3-juin-24
SNTS,20250228,25760.0,6.54,6.11,7.33,1575.0,17-mai-24
SCRC,20250228,780.0,5.9,5.19,0.65,40.5,20-août-21
SICC,20250228,3645.0,113.64,,-8.88,1919.0,25-sept.-00
SLBC,20250228,15000.0,16.38,1.8,15.83,270.0,14-août-24
SOGC,20250228,4900.0,20.08,4.22,6.29,207.0,6-août-24
SPHC,20250228,4375.0,17.94,1.48,5.68,64.8,12-août-24
STBC,20250228,8500.0,12.25,7.94,16.44,675.0,29-juil.-24
UNLC,20250228,7000.0,100.39,,8.11,1233.0,9-juil.-12
ABJC,20250228,1880.0,15.36,10.97,-1.05,206.2,30-sept.-24
BNBC,20250228,1110.0,204.24,13.51,4.23,150.0,24-juil.-23
CFAC,20250228,625.0,17.71,2.54,4.17,15.87,30-août-24
LNBB,20250228,5000.0,25.55,,5.71,,
NEIC,20250228,730.0,7.98,11.2,-2.67,81.78,25-juin-24
PRSC,20250228,1885.0,9.26,9.69,-14.32,182.7,24-sept.-24
UNXC,20250228,400.0,,15.19,-2.44,60.75,29-juil.-22
SHEC,20250228,905.0,14.21,6.3,2.84,57.0,27-sept.-24
SMBC,20250228,7195.0,3.25,15.01,-16.39,1080.0,30-sept.-24
BICC,20250228,16000.0,15.97,3.38,14.29,540.9,27-juin-24
BOAB,20250228,4200.0,7.91,16.81,13.98,706.0,27-mai-24
BOABF,20250228,3450.0,5.22,20.41,13.67,704.0,6-mai-24
BOAC,20250228,5780.0,8.87,11.83,15.72,684.0,29-avr.-24
BOAM,20250228,1930.0,9.17,7.46,2.12,144.0,21-mai-24
BOAN,20250228,2800.0,5.78,21.76,8.74,609.15,31-mai-24
BOAS,20250228,2945.0,6.23,10.19,-6.51,300.0,27-juin-24
CBIBF,20250228,10000.0,4.98,7.9,1.16,790.0,5-juil.-24
ETIT,20250228,16.0,1.2,3.78,0.0,0.6,8-juin-23
ORGT,20250228,1550.0,,3.84,-19.27,59.52,17-juil.-20
SAFC,20250228,795.0,,,10.42,23.04,29-juil.-11
SIBC,20250228,3900.0,8.96,12.69,9.7,495.0,31-juil.-24
CABC,20250228,1170.0,4.84,6.8,12.5,79.58,31-mai-24
FTSC,20250228,2400.0,11.0,5.96,29.73,143.1,30-sept.-24
SDSC,20250228,1305.0,4.14,7.05,-2.61,92.0,12-déc.-24
SEMC,20250228,700.0,17.42,2.0,0.0,14.0,28-déc.-21
SIVC,20250228,510.0,4.97,,2.0,63.0,29-sept.-17
STAC,20250228,595.0,,11.12,32.22,66.15,18-juil.-22
CIEC,20250228,2380.0,12.53,7.18,8.43,171.0,30-juil.-24
SDCC,20250228,6010.0,8.83,8.01,5.72,481.5,25-sept.-24
NTLC,20250328,9995.0,13.32,6.75,25.57,675.0,20-août-24
PALC,20250328,6400.0,5.11,8.8,28.0,563.31,26-juil.-24
TTLC,20250328,3480.0,25.16,5.73,39.2,199.54,12-sept.-24
TTLS,20250328,2440.0,19.97,8.51,6.09,207.58,28-juin-24
ECOC,20250328,9860.0,9.44,6.02,12.11,594.0,30-mai-24
NSBC,20250328,8400.0,5.45,5.41,18.48,454.83,8-juil.-24
SGBC,20250328,21900.0,6.73,7.1,4.29,1553.85,25-juin-24
ONTBF,20250328,2770.0,9.35,9.62,20.7,266.45,31-juil.-24
ORAC,20250328,14500.0,13.81,5.38,-17.14,780.0,3-juin-24
SNTS,20250328,25000.0,6.35,6.3,4.17,1575.0,17-mai-24
SCRC,20250328,1000.0,7.57,4.05,29.03,40.5,20-août-21
SICC,20250328,3645.0,113.64,,-8.88,1919.0,25-sept.-00
SLBC,20250328,14400.0,15.72,1.88,11.2,270.0,14-août-24
SOGC,20250328,5500.0,22.54,3.76,19.31,207.0,6-août-24
SPHC,20250328,4695.0,6.39,1.38,13.41,64.8,12-août-24
STBC,20250328,9950.0,14.34,6.78,36.3,675.0,29-juil.-24
UNLC,20250328,6575.0,94.3,,1.54,1233.0,9-juil.-12
ABJC,20250328,1795.0,14.67,11.49,-5.53,206.2,30-sept.-24
BNBC,20250328,1060.0,195.04,14.15,-0.47,150.0,24-juil.-23
CFAC,20250328,615.0,17.43,2.58,2.5,15.87,30-août-24
LNBB,20250328,4950.0,25.29,,4.65,,
NEIC,20250328,730.0,7.98,11.2,-2.67,81.78,25-juin-24
PRSC,20250328,2035.0,10.0,8.98,-7.5,182.7,24-sept.-24
UNXC,20250328,410.0,,14.82,0.0,60.75,29-juil.-22
SHEC,20250328,975.0,15.31,5.85,10.8,57.0,27-sept.-24
SMBC,20250328,8600.0,3.89,12.56,-0.06,1080.0,30-sept.-24
BICC,20250328,15990.0,10.16,3.38,14.21,540.9,27-juin-24
BOAB,20250328,4700.0,9.7,15.02,27.54,706.0,27-mai-24
BOABF,20250328,4245.0,8.33,16.58,39.87,704.0,6-mai-24
BOAC,20250328,6110.0,9.37,11.19,22.32,684.0,29-avr.-24
BOAM,20250328,2400.0,7.22,6.0,26.98,144.0,21-mai-24
BOAN,20250328,2795.0,11.62,21.79,8.54,609.15,31-mai-24
BOAS,20250328,3950.0,7.12,7.59,25.4,300.0,27-juin-24
CBIBF,20250328,10750.0,5.35,7.35,8.75,790.0,5-juil.-24
ETIT,20250328,16.0,0.97,3.78,0.0,0.6,8-juin-23
ORGT,20250328,1595.0,,3.73,-16.93,59.52,17-juil.-20
SAFC,20250328,790.0,,,9.72,23.04,29-juil.-11
SIBC,20250328,4450.0,8.86,11.12,25.18,495.0,31-juil.-24
CABC,20250328,1340.0,6.48,5.94,28.85,79.58,31-mai-24
FTSC,20250328,3280.0,15.04,4.36,77.3,143.1,30-sept.-24
SDSC,20250328,1390.0,4.41,6.62,3.73,92.0,12-déc.-24
SEMC,20250328,700.0,17.42,2.0,0.0,14.0,28-déc.-21
SIVC,20250328,510.0,4.97,,2.0,63.0,29-sept.-17
STAC,20250328,580.0,,11.41,28.89,66.15,18-juil.-22
CIEC,20250328,2600.0,13.69,6.58,18.45,171.0,30-juil.-24
SDCC,20250328,6580.0,9.67,7.32,15.74,481.5,25-sept.-24
NTLC,20250430,9990.0,13.32,6.76,25.5,675.0,20-août-24
PALC,20250430,6300.0,6.14,8.94,26.0,563.31,26-juil.-24
TTLC,20250430,3545.0,23.81,5.63,41.8,199.54,12-sept.-24
TTLS,20250430,2525.0,20.66,8.22,9.78,207.58,28-juin-24
ECOC,20250430,9800.0,9.39,6.06,11.43,594.0,30-mai-24
NSBC,20250430,7950.0,5.16,5.72,12.13,454.83,8-juil.-24
SGBC,20250430,21900.0,6.73,7.1,4.29,1553.85,25-juin-24
ONTBF,20250430,2490.0,8.22,10.7,8.5,266.45,31-juil.-24
ORAC,20250430,14695.0,13.99,5.31,-16.03,780.0,3-juin-24
SNTS,20250430,25100.0,6.38,6.27,4.58,1575.0,17-mai-24
SCRC,20250430,960.0,7.26,4.22,23.87,40.5,20-août-21
SICC,20250430,3290.0,102.57,,-17.75,1919.0,25-sept.-00
SLBC,20250430,13800.0,15.07,1.96,6.56,270.0,14-août-24
SOGC,20250430,5945.0,9.8,3.48,28.96,207.0,6-août-24
SPHC,20250430,5435.0,7.39,1.19,31.28,64.8,12-août-24
STBC,20250430,9695.0,13.97,6.96,32.81,675.0,29-juil.-24
UNLC,20250430,10275.0,147.36,,58.69,1233.0,9-juil.-12
ABJC,20250430,1750.0,12.6,11.78,-7.89,206.2,30-sept.-24
BNBC,20250430,1020.0,923.84,14.71,-4.23,150.0,24-juil.-23
CFAC,20250430,600.0,17.0,2.65,0.0,15.87,30-août-24
LNBB,20250430,4800.0,24.53,,1.48,,
NEIC,20250430,595.0,,13.74,-20.67,81.78,25-juin-24
PRSC,20250430,1935.0,8.44,9.44,-12.05,182.7,24-sept.-24
UNXC,20250430,420.0,,14.46,2.44,60.75,29-juil.-22
SHEC,20250430,930.0,14.61,6.13,5.68,57.0,27-sept.-24
SMBC,20250430,8205.0,7.35,13.16,-4.65,1080.0,30-sept.-24
BICB,20250430,5495.0,11.64,,,,
BICC,20250430,15400.0,9.79,3.51,10.0,540.9,27-juin-24
BOAB,20250430,4730.0,9.76,14.93,28.36,706.0,27-mai-24
BOABF,20250430,3250.0,6.38,13.17,7.08,428.0,22-avr.-25
BOAC,20250430,6100.0,7.61,11.21,22.12,684.0,29-avr.-24
BOAM,20250430,2500.0,7.52,5.76,32.28,144.0,21-mai-24
BOAN,20250430,2590.0,10.77,23.52,0.58,609.15,31-mai-24
BOAS,20250430,4150.0,7.48,7.23,31.75,300.0,27-juin-24
CBIBF,20250430,9500.0,6.34,8.32,-3.89,790.0,5-juil.-24
ETIT,20250430,16.0,0.97,3.78,0.0,0.6,8-juin-23
ORGT,20250430,1700.0,,3.5,-11.46,59.52,17-juil.-20
SAFC,20250430,660.0,,,-8.33,23.04,29-juil.-11
SIBC,20250430,4700.0,9.36,10.53,32.21,495.0,31-juil.-24
CABC,20250430,1380.0,6.67,5.77,32.69,79.58,31-mai-24
FTSC,20250430,3225.0,14.79,4.44,74.32,143.1,30-sept.-24
SDSC,20250430,1365.0,4.34,6.74,1.87,92.0,12-déc.-24
SEMC,20250430,700.0,17.42,2.0,0.0,14.0,28-déc.-21
SIVC,20250430,500.0,4.88,,0.0,63.0,29-sept.-17
STAC,20250430,595.0,,11.12,32.22,66.15,18-juil.-22
CIEC,20250430,2390.0,13.25,7.15,8.88,171.0,30-juil.-24
SDCC,20250430,6400.0,14.55,7.52,12.58,481.5,25-sept.-24
NTLC,20250530,10700.0,13.01,6.31,34.42,675.0,20-août-24
PALC,20250530,6995.0,6.82,8.05,39.9,563.31,26-juil.-24
TTLC,20250530,2540.0,17.06,7.86,1.6,199.54,12-sept.-24
TTLS,20250530,2500.0,11.41,8.3,8.7,207.58,28-juin-24
ECOC,20250530,11150.0,10.68,6.35,26.78,707.52,30-mai-25
NSBC,20250530,8650.0,5.61,5.26,22.0,454.83,8-juil.-24
SGBC,20250530,22000.0,6.76,7.06,4.76,1553.85,25-juin-24
ONTBF,20250530,2585.0,8.54,10.31,12.64,266.45,31-juil.-24
ORAC,20250530,15790.0,15.04,4.94,-9.77,780.0,3-juin-24
SNTS,20250530,25000.0,6.35,6.62,4.17,1655.0,22-mai-25
SCRC,20250530,950.0,7.19,4.26,22.58,40.5,20-août-21
SICC,20250530,3350.0,104.44,,-16.25,1919.0,25-sept.-00
SLBC,20250530,16900.0,12.96,1.6,30.5,270.0,14-août-24
SOGC,20250530,7200.0,11.86,2.88,56.18,207.0,6-août-24
SPHC,20250530,6195.0,8.43,1.05,49.64,64.8,12-août-24
STBC,20250530,17505.0,7.03,3.86,139.79,675.0,29-juil.-24
UNLC,20250530,11265.0,161.56,,73.98,1233.0,9-juil.-12
ABJC,20250530,1600.0,11.52,12.89,-15.79,206.2,30-sept.-24
BNBC,20250530,1090.0,987.25,13.76,2.35,150.0,24-juil.-23
CFAC,20250530,660.0,25.5,2.4,10.0,15.87,30-août-24
LNBB,20250530,4800.0,24.53,,1.48,,
NEIC,20250530,555.0,,14.74,-26.0,81.78,25-juin-24
PRSC,20250530,2440.0,10.65,7.49,10.91,182.7,24-sept.-24
UNXC,20250530,515.0,,11.8,25.61,60.75,29-juil.-22
SHEC,20250530,970.0,11.41,5.88,10.23,57.0,27-sept.-24
SMBC,20250530,8450.0,7.57,12.78,-1.8,1080.0,30-sept.-24
BICB,20250530,5350.0,11.33,,,,
BICC,20250530,17000.0,10.8,4.89,21.43,830.72,23-mai-25
BOAB,20250530,4600.0,9.5,10.17,24.83,468.0,3-juin-25
BOABF,20250530,3620.0,7.1,11.82,19.28,428.0,22-avr.-25
BOAC,20250530,5950.0,7.43,7.88,19.12,469.0,20-mai-25
BOAM,20250530,2635.0,7.93,9.01,39.42,237.5,3-juin-25
BOAN,20250530,2600.0,10.81,8.05,0.97,209.25,3-juin-25
BOAS,20250530,3950.0,7.12,8.86,25.4,350.0,2-juin-25
CBIBF,20250530,10100.0,6.74,7.82,2.18,790.0,5-juil.-24
ETIT,20250530,18.0,1.09,3.36,12.5,0.6,8-juin-23
ORGT,20250530,1685.0,,3.53,-12.24,59.52,17-juil.-20
SAFC,20250530,695.0,,,-3.47,23.04,29-juil.-11
SIBC,20250530,4800.0,9.56,10.31,35.02,495.0,31-juil.-24
CABC,20250530,1200.0,5.8,9.39,15.38,112.72,2-juin-25
FTSC,20250530,5645.0,4.28,2.53,205.14,143.1,30-sept.-24
SDSC,20250530,1700.0,5.4,5.41,26.87,92.0,12-déc.-24
SEMC,20250530,700.0,17.42,2.0,0.0,14.0,28-déc.-21
SIVC,20250530,545.0,5.31,,9.0,63.0,29-sept.-17
STAC,20250530,510.0,,12.97,13.33,66.15,18-juil.-22
CIEC,20250530,2300.0,12.75,7.43,4.78,171.0,30-juil.-24
SDCC,20250530,6350.0,14.44,7.58,11.7,481.5,25-sept.-24
NTLC,20250630,11140.0,13.55,6.06,39.95,675.0,20-août-24
PALC,20250630,8380.0,8.17,6.72,67.6,563.31,26-juil.-24
TTLC,20250630,2650.0,17.8,7.53,6.0,199.54,12-sept.-24
TTLS,20250630,2725.0,12.43,7.62,18.48,207.58,28-juin-24
ECOC,20250630,11860.0,11.36,5.97,34.85,707.52,30-mai-25
NSBC,20250630,10210.0,6.63,4.45,44.01,454.83,8-juil.-24
SGBC,20250630,24850.0,7.64,6.25,18.33,1553.85,25-juin-24
ONTBF,20250630,2600.0,8.59,10.25,13.29,266.45,31-juil.-24
ORAC,20250630,15350.0,14.62,4.3,-12.29,660.0,4-juin-25
SNTS,20250630,25800.0,6.55,6.41,7.5,1655.0,22-mai-25
SCRC,20250630,960.0,7.26,4.22,23.87,40.5,20-août-21
SICC,20250630,3320.0,103.51,,-17.0,1919.0,25-sept.-00
SLBC,20250630,16820.0,12.89,1.61,29.88,270.0,14-août-24
SOGC,20250630,8100.0,13.35,2.56,75.7,207.0,6-août-24
SPHC,20250630,7195.0,9.79,0.9,73.79,64.8,12-août-24
STBC,20250630,17950.0,7.21,3.76,145.89,675.0,29-juil.-24
UNLC,20250630,18440.0,264.46,,184.79,1233.0,9-juil.-12
ABJC,20250630,1720.0,12.39,11.99,-9.47,206.2,30-sept.-24
BNBC,20250630,1200.0,,12.5,12.68,150.0,24-juil.-23
CFAC,20250630,680.0,26.28,2.33,13.33,15.87,30-août-24
LNBB,20250630,4780.0,13.32,,1.06,,
NEIC,20250630,595.0,,13.74,-20.67,81.78,25-juin-24
PRSC,20250630,2500.0,10.91,7.31,13.64,182.7,24-sept.-24
UNXC,20250630,595.0,,10.21,45.12,60.75,29-juil.-22
SHEC,20250630,1065.0,12.53,5.35,21.02,57.0,27-sept.-24
SMBC,20250630,9100.0,8.16,11.87,5.75,1080.0,30-sept.-24
BICB,20250630,5340.0,10.17,,,,
BICC,20250630,16700.0,10.61,4.97,19.29,830.72,23-mai-25
BOAB,20250630,4500.0,9.29,10.4,22.12,468.0,3-juin-25
BOABF,20250630,3500.0,6.87,12.23,15.32,428.0,22-avr.-25
BOAC,20250630,6120.0,7.64,7.66,22.52,469.0,20-mai-25
BOAM,20250630,2990.0,9.0,7.93,58.2,237.15,3-juin-25
BOAN,20250630,2630.0,10.94,7.96,2.14,209.25,3-juin-25
BOAS,20250630,4140.0,7.46,8.45,31.43,350.0,2-juin-25
CBIBF,20250630,10300.0,6.88,7.67,4.2,790.0,5-juil.-24
ETIT,20250630,18.0,1.09,3.36,12.5,0.6,8-juin-23
ORGT,20250630,1645.0,,3.62,-14.32,59.52,17-juil.-20
SAFC,20250630,680.0,,,-5.56,23.04,29-juil.-11
SIBC,20250630,4800.0,9.56,10.31,35.02,495.0,31-juil.-24
CABC,20250630,1185.0,5.73,9.51,13.94,112.72,2-juin-25
FTSC,20250630,3880.0,2.94,3.69,109.73,143.1,30-sept.-24
SDSC,20250630,1425.0,4.53,6.46,6.34,92.0,12-déc.-24
SEMC,20250630,700.0,17.42,2.0,0.0,14.0,28-déc.-21
SIVC,20250630,535.0,5.22,,7.0,63.0,29-sept.-17
STAC,20250630,560.0,,11.81,24.44,66.15,18-juil.-22
CIEC,20250630,2550.0,14.14,6.71,16.17,171.0,30-juil.-24
SDCC,20250630,6000.0,13.64,8.03,5.54,481.5,25-sept.-24
NTLC,20250731,12005.0,14.6,5.62,50.82,675.0,20-août-24
PALC,20250731,8450.0,8.24,6.67,69.0,563.31,26-juil.-24
TTLC,20250731,2525.0,16.96,7.9,1.0,199.54,12-sept.-24
TTLS,20250731,2500.0,11.41,8.9,8.7,222.4,11-juil.-25
ECOC,20250731,11600.0,11.11,6.1,31.89,707.52,30-mai-25
NSBC,20250731,9600.0,6.23,6.96,35.4,668.15,9-juil.-25
SGBC,20250731,23355.0,7.68,6.58,19.05,1645.78,5-août-25
ONTBF,20250731,2400.0,7.93,7.9,4.58,189.53,21-juil.-25
ORAC,20250731,14050.0,13.38,4.7,-19.71,660.0,4-juin-25
SNTS,20250731,25000.0,6.35,6.62,4.17,1655.0,22-mai-25
SCRC,20250731,1000.0,7.57,4.05,29.03,40.5,20-août-21
SICC,20250731,3210.0,100.08,,-19.75,1919.0,25-sept.-00
SLBC,20250731,18600.0,14.26,5.77,43.63,1073.6,29-juil.-25
SOGC,20250731,7600.0,12.52,6.95,64.86,528.0,15-juil.-25
SPHC,20250731,6500.0,8.84,4.98,57.0,323.84,17-juil.-25
STBC,20250731,19690.0,7.9,3.43,169.73,675.0,29-juil.-24
UNLC,20250731,48970.0,702.31,,656.29,1233.0,9-juil.-12
ABJC,20250731,1680.0,12.1,12.27,-11.58,206.2,30-sept.-24
BNBC,20250731,1300.0,,11.54,22.07,150.0,24-juil.-23
CFAC,20250731,660.0,25.5,2.4,10.0,15.87,30-août-24
LNBB,20250731,4600.0,12.82,5.99,-2.75,275.5,31-juil.-25
NEIC,20250731,595.0,,13.74,-20.67,81.78,25-juin-24
PRSC,20250731,2680.0,11.69,6.82,21.82,182.7,24-sept.-24
UNXC,20250731,565.0,,10.75,37.8,60.75,29-juil.-22
SHEC,20250731,1035.0,12.18,5.51,17.61,57.0,27-sept.-24
SMBC,20250731,9000.0,8.07,12.0,4.59,1080.0,30-sept.-24
BICB,20250731,5300.0,10.09,,,,
BICC,20250731,17050.0,10.84,4.87,21.79,830.72,23-mai-25
BOAB,20250731,4320.0,8.92,10.83,17.23,468.0,3-juin-25
BOABF,20250731,3590.0,7.05,11.92,18.29,428.0,22-avr.-25
BOAC,20250731,5995.0,7.48,7.82,20.02,469.0,20-mai-25
BOAM,20250731,3375.0,10.15,7.03,78.57,237.15,3-juin-25
BOAN,20250731,2510.0,10.44,8.34,-2.52,209.25,3-juin-25
BOAS,20250731,4400.0,7.93,7.95,39.68,350.0,2-juin-25
CBIBF,20250731,9700.0,6.48,5.72,-1.87,555.0,7-juil.-25
ETIT,20250731,16.0,0.97,3.78,0.0,0.6,8-juin-23
ORGT,20250731,1650.0,,3.61,-14.06,59.52,17-juil.-20
SAFC,20250731,800.0,,,11.11,23.04,29-juil.-11
SIBC,20250731,4800.0,9.56,6.88,35.02,330.0,31-juil.-25
CABC,20250731,1200.0,5.8,9.39,15.38,112.72,2-juin-25
FTSC,20250731,4990.0,3.78,2.87,169.73,143.1,30-sept.-24
SDSC,20250731,1440.0,4.57,6.39,7.46,92.0,12-déc.-24
SEMC,20250731,700.0,17.42,2.0,0.0,14.0,28-déc.-21
SIVC,20250731,510.0,4.97,,2.0,63.0,29-sept.-17
STAC,20250731,575.0,,11.5,27.78,66.15,18-juil.-22
CIEC,20250731,2300.0,12.75,6.89,4.78,158.4,31-juil.-25
SDCC,20250731,5900.0,13.41,8.16,3.78,481.5,25-sept.-24
NTLC,20250829,12535.0,15.24,5.76,57.47,721.6,18-août-25
PALC,20250829,8815.0,8.59,6.39,76.3,563.31,26-juil.-24
TTLC,20250829,2345.0,17.06,7.7,1.6,195.67,3-sept.-25
TTLS,20250829,2580.0,11.77,8.62,12.17,222.4,11-juil.-25
ECOC,20250829,11980.0,11.47,5.91,36.21,707.52,30-mai-25
NSBC,20250829,10000.0,6.49,6.68,41.04,668.15,9-juil.-25
SGBC,20250829,26000.0,7.99,6.33,23.81,1645.78,5-août-25
ONTBF,20250829,2335.0,7.71,8.12,1.74,189.53,21-juil.-25
ORAC,20250829,15000.0,14.28,4.4,-14.29,660.0,4-juin-25
SNTS,20250829,25000.0,6.35,6.62,4.17,1655.0,22-mai-25
SCRC,20250829,1185.0,8.97,3.42,52.9,40.5,20-août-21
SICC,20250829,4000.0,124.71,,0.0,1919.0,25-sept.-00
SLBC,20250829,18740.0,14.37,5.73,44.71,1073.6,29-juil.-25
SOGC,20250829,7690.0,12.67,6.87,66.81,528.0,15-juil.-25
SPHC,20250829,6890.0,9.37,4.7,66.43,323.84,17-juil.-25
STBC,20250829,18900.0,7.59,11.09,158.9,2096.0,29-août-25
UNLC,20250829,52640.0,754.94,,712.97,1233.0,9-juil.-12
ABJC,20250829,1750.0,12.6,11.78,-7.89,206.2,30-sept.-24
BNBC,20250829,1780.0,,8.43,67.14,150.0,24-juil.-23
CFAC,20250829,795.0,30.72,0.89,32.5,7.04,19-août-25
LNBB,20250829,4435.0,12.36,6.21,-6.24,275.5,31-juil.-25
NEIC,20250829,630.0,,12.98,-16.0,81.78,25-juin-24
PRSC,20250829,2630.0,11.48,6.95,19.55,182.7,24-sept.-24
UNXC,20250829,875.0,,6.94,113.41,60.75,29-juil.-22
SHEC,20250829,1150.0,13.53,4.96,30.68,57.0,27-sept.-24
SMBC,20250829,9880.0,8.85,10.93,14.82,1080.0,30-sept.-24
BICB,20250829,5215.0,9.93,,,,
BICC,20250829,15515.0,9.86,5.35,10.82,830.72,23-mai-25
BOAB,20250829,4540.0,9.37,10.31,23.2,468.0,3-juin-25
BOABF,20250829,3760.0,7.38,11.38,23.89,428.0,22-avr.-25
BOAC,20250829,6490.0,8.1,7.23,29.93,469.0,20-mai-25
BOAM,20250829,3620.0,10.89,6.55,91.53,237.15,3-juin-25
BOAN,20250829,2625.0,10.92,7.97,1.94,209.25,3-juin-25
BOAS,20250829,4710.0,8.48,7.43,49.52,350.0,2-juin-25
CBIBF,20250829,9735.0,6.5,5.7,-1.52,555.0,7-juil.-25
ETIT,20250829,17.0,1.03,3.56,6.25,0.6,8-juin-23
ORGT,20250829,1705.0,,3.49,-11.2,59.52,17-juil.-20
SAFC,20250829,1300.0,,,80.56,23.04,29-juil.-11
SIBC,20250829,4975.0,9.9,6.63,39.94,330.0,31-juil.-25
CABC,20250829,1330.0,6.43,8.48,27.88,112.72,2-juin-25
FTSC,20250829,4790.0,3.63,2.99,158.92,143.1,30-sept.-24
SDSC,20250829,1400.0,3.62,6.57,4.48,92.0,29-août-25
SEMC,20250829,700.0,17.42,2.0,0.0,14.0,28-déc.-21
SIVC,20250829,600.0,5.85,,20.0,63.0,29-sept.-17
STAC,20250829,680.0,,9.73,51.11,66.15,18-juil.-22
CIEC,20250829,2235.0,12.39,7.09,1.82,158.4,31-juil.-25
SDCC,20250829,6100.0,13.87,7.89,7.3,481.5,25-sept.-24
NTLC,20250930,12935.0,15.73,5.58,62.5,721.6,18-août-25
PALC,20250930,9150.0,8.92,4.93,83.0,451.45,10-sept.-25
TTLC,20250930,2400.0,16.12,8.15,-4.0,195.67,3-sept.-25
TTLS,20250930,2490.0,11.36,8.93,8.26,222.4,11-juil.-25
