ticker,date_bulletin,cours,per,rendement,variation_annee,dividende_montant,dividende_date
SPHC,20201231,1400.0,10.51,,6.87,78.0,27-sept.-18
ABJC,20201231,1240.0,8.83,13.3,-0.8,164.96,30-sept.-19
BNBC,20201231,600.0,30.34,7.5,-14.29,45.0,19-juil.-19
CFAC,20201231,360.0,12.42,7.24,-17.24,26.07,25-août-20
PRSC,20201231,2195.0,12.44,7.26,-18.55,159.3,1-sept.-20
SHEC,20201231,600.0,6.92,10.65,-25.0,63.9,26-nov.-20
TTLC,20201231,1590.0,9.79,7.14,-6.47,113.51,25-sept.-20
TTLS,20201231,1800.0,10.06,5.85,5.88,105.3,22-déc.-20
STAC,20201231,280.0,4.35,,14.29,,
CABC,20210129,1145.0,10.63,6.55,13.37,75.0,29-juil.-20
FTSC,20210129,1400.0,10.64,8.93,-13.04,125.0,6-août-20
NEIC,20210129,215.0,4.67,,-6.52,9.0,28-juin-01
NTLC,20210129,690.0,,,115.63,31.5,12-août-11
SEMC,20210129,245.0,8.94,,22.5,16.92,29-sept.-17
SIVC,20210129,205.0,,,10.81,63.0,29-sept.-17
SLBC,20210129,52000.0,65.59,,2.16,1368.0,6-juin-19
SMBC,20210129,3800.0,515.15,,23.38,450.0,30-août-19
STBC,20210129,705.0,2.39,,33.02,206.2,19-juin-17
UNLC,20210129,4165.0,,,-12.77,1233.0,9-juil.-12
UNXC,20210129,1050.0,7.04,,5.0,181.8,11-juil.-19
CIEC,20210129,1450.0,12.43,7.24,-3.33,104.98,5-août-20
ONTBF,20210129,3090.0,6.98,12.53,7.85,387.17,10-juin-20
SDCC,20210129,3000.0,9.15,9.75,0.33,292.5,25-sept.-20
SNTS,20210129,11000.0,5.59,11.14,-18.52,1225.0,20-mai-20
BICC,20210129,5655.0,,,-15.34,182.9,17-juil.-19
BOAB,20210129,4000.0,5.41,10.9,8.25,436.0,15-mai-20
BOABF,20210129,3690.0,4.39,10.03,-1.6,370.0,4-mai-20
BOAC,20210129,3500.0,4.87,9.0,-4.76,315.0,15-juin-20
BOAM,20210129,1200.0,,,6.67,271.0,15-mai-19
BOAN,20210129,3550.0,5.43,12.1,1.43,429.66,20-mai-20
BOAS,20210129,1500.0,3.95,10.73,0.33,161.0,19-juin-20
CBIBF,20210129,7700.0,8.9,5.45,-4.94,420.0,8-juil.-20
ECOC,20210129,3390.0,7.36,10.41,-12.97,353.0,20-juil.-20
ETIT,20210129,13.0,1.46,,0.0,1.21,28-avr.-17
NSBC,20210129,4400.0,7.49,1.77,-26.67,77.69,27-juil.-20
ORGT,20210129,4090.0,15.49,1.46,-1.45,59.52,17-juil.-20
SAFC,20210129,320.0,,,14.29,23.04,29-juil.-11
SGBC,20210129,7500.0,4.64,3.64,-7.35,273.0,29-juil.-20
SIBC,20210129,2675.0,4.77,10.09,-0.93,270.0,19-juin-20
SDSC,20210129,1325.0,5.71,7.55,-14.52,100.0,18-déc.-20
PALC,20210129,3150.0,,,40.0,253.47,24-sept.-18
SCRC,20210129,550.0,,,10.0,72.0,28-sept.-18
SICC,20210129,1320.0,0.8,,7.32,1919.0,25-sept.-00
SOGC,20210129,2400.0,11.47,5.25,2.13,126.0,15-juil.-20
SPHC,20210129,1495.0,11.22,,6.79,78.0,27-sept.-18
ABJC,20210129,1065.0,7.58,,-14.11,164.96,30-sept.-19
BNBC,20210129,635.0,32.11,,5.83,45.0,19-juil.-19
CFAC,20210129,435.0,15.01,5.99,20.83,26.07,25-août-20
PRSC,20210129,2180.0,12.35,7.31,-0.68,159.3,1-sept.-20
SHEC,20210129,645.0,7.43,9.91,7.5,63.9,26-nov.-20
TTLC,20210129,1280.0,7.88,8.87,-19.5,113.51,25-sept.-20
TTLS,20210129,1350.0,7.55,7.8,-25.0,105.3,22-déc.-20
STAC,20210129,300.0,4.66,,7.14,,
CABC,20210226,1290.0,11.97,5.81,27.72,75.0,29-juil.-20
FTSC,20210226,1450.0,11.02,8.62,-9.94,125.0,6-août-20
NEIC,20210226,205.0,4.45,,-10.87,9.0,28-juin-01
NTLC,20210226,705.0,,,120.31,31.5,12-août-11
SEMC,20210226,235.0,8.57,,17.5,16.92,29-sept.-17
SIVC,20210226,205.0,,,10.81,63.0,29-sept.-17
SLBC,20210226,53010.0,66.87,,4.15,1368.0,6-juin-19
SMBC,20210226,3790.0,513.8,,23.05,450.0,30-août-19
STBC,20210226,700.0,2.38,,32.08,206.2,19-juin-17
UNLC,20210226,4085.0,,,-14.45,1233.0,9-juil.-12
UNXC,20210226,1035.0,6.94,,3.5,181.8,11-juil.-19
CIEC,20210226,1400.0,12.0,7.5,-6.67,104.98,5-août-20
ONTBF,20210226,3320.0,7.5,11.66,15.88,387.17,10-juin-20
SDCC,20210226,3150.0,9.6,9.29,5.35,292.5,25-sept.-20
SNTS,20210226,12775.0,6.35,9.59,-5.37,1225.0,20-mai-20
BICC,20210226,4280.0,,,-35.93,182.9,17-juil.-19
BOAB,20210226,3950.0,5.34,11.04,6.9,436.0,15-mai-20
BOABF,20210226,3800.0,4.52,9.74,1.33,370.0,4-mai-20
BOAC,20210226,3600.0,5.01,8.75,-2.04,315.0,15-juin-20
BOAM,20210226,1275.0,,,13.33,271.0,15-mai-19
BOAN,20210226,3800.0,5.81,11.31,8.57,429.66,20-mai-20
BOAS,20210226,1450.0,3.82,11.1,-3.01,161.0,19-juin-20
CBIBF,20210226,7600.0,8.78,5.53,-6.17,420.0,8-juil.-20
ECOC,20210226,3325.0,7.22,10.62,-14.63,353.0,20-juil.-20
ETIT,20210226,13.0,4.35,,0.0,1.21,28-avr.-17
NSBC,20210226,3500.0,6.36,2.22,-41.67,77.69,27-juil.-20
ORGT,20210226,3800.0,14.39,1.57,-8.43,59.52,17-juil.-20
SAFC,20210226,255.0,,,-8.93,23.04,29-juil.-11
SGBC,20210226,7975.0,4.94,3.42,-1.48,273.0,29-juil.-20
SIBC,20210226,2700.0,4.81,10.0,0.0,270.0,19-juin-20
SDSC,20210226,1400.0,6.03,7.14,-9.68,100.0,18-déc.-20
PALC,20210226,3250.0,,,44.44,253.47,24-sept.-18
SCRC,20210226,500.0,,,0.0,72.0,28-sept.-18
SICC,20210226,1330.0,0.81,,8.13,1919.0,25-sept.-00
SOGC,20210226,2545.0,12.16,4.95,8.3,126.0,15-juil.-20
SPHC,20210226,1850.0,13.89,,32.14,78.0,27-sept.-18
ABJC,20210226,935.0,6.66,,-24.6,164.96,30-sept.-19
BNBC,20210226,660.0,33.37,,10.0,45.0,19-juil.-19
CFAC,20210226,395.0,13.63,6.6,9.72,26.07,25-août-20
PRSC,20210226,2060.0,11.67,7.73,-6.15,159.3,1-sept.-20
SHEC,20210226,585.0,6.74,10.92,-2.5,63.9,26-nov.-20
TTLC,20210226,1290.0,7.94,8.8,-18.87,113.51,25-sept.-20
TTLS,20210226,1300.0,7.27,8.1,-27.78,105.3,22-déc.-20
STAC,20210226,280.0,4.35,,0.0,,
CABC,20210331,1300.0,6.6,5.77,28.71,75.0,29-juil.-20
FTSC,20210331,1475.0,11.21,8.47,-8.39,125.0,6-août-20
NEIC,20210331,180.0,3.91,,-21.74,9.0,28-juin-01
NTLC,20210331,620.0,,,93.75,31.5,12-août-11
SEMC,20210331,200.0,7.3,,0.0,16.92,29-sept.-17
SIVC,20210331,210.0,,,13.51,63.0,29-sept.-17
SLBC,20210331,56000.0,70.64,,10.02,1368.0,6-juin-19
SMBC,20210331,4000.0,542.27,,29.87,450.0,30-août-19
STBC,20210331,700.0,2.38,,32.08,206.2,19-juin-17
UNLC,20210331,4085.0,,,-14.45,1233.0,9-juil.-12
UNXC,20210331,960.0,6.44,,-4.0,181.8,11-juil.-19
CIEC,20210331,1350.0,11.57,7.78,-10.0,104.98,5-août-20
ONTBF,20210331,3385.0,7.65,11.44,18.15,387.17,10-juin-20
SDCC,20210331,3650.0,11.13,8.01,22.07,292.5,25-sept.-20
SNTS,20210331,12900.0,6.41,9.5,-4.44,1225.0,20-mai-20
BICC,20210331,5005.0,,,-25.07,182.9,17-juil.-19
BOAB,20210331,4000.0,5.41,10.9,8.25,436.0,15-mai-20
BOABF,20210331,3800.0,4.52,9.74,1.33,370.0,4-mai-20
BOAC,20210331,3700.0,5.15,8.51,0.68,315.0,15-juin-20
BOAM,20210331,1210.0,,,7.56,271.0,15-mai-19
BOAN,20210331,3850.0,5.89,11.16,10.0,429.66,20-mai-20
BOAS,20210331,1520.0,4.76,10.59,1.67,161.0,19-juin-20
CBIBF,20210331,7600.0,8.78,5.53,-6.17,420.0,8-juil.-20
ECOC,20210331,3310.0,6.07,10.66,-15.02,353.0,20-juil.-20
ETIT,20210331,13.0,4.35,,0.0,1.21,28-avr.-17
NSBC,20210331,3550.0,6.45,2.19,-40.83,77.69,27-juil.-20
ORGT,20210331,3875.0,14.68,1.54,-6.63,59.52,17-juil.-20
SAFC,20210331,185.0,,,-33.93,23.04,29-juil.-11
SGBC,20210331,7950.0,4.92,3.43,-1.79,273.0,29-juil.-20
SIBC,20210331,2745.0,4.89,9.84,1.67,270.0,19-juin-20
SDSC,20210331,1450.0,6.25,6.9,-6.45,100.0,18-déc.-20
PALC,20210331,3000.0,,,33.33,253.47,24-sept.-18
SCRC,20210331,545.0,,,9.0,72.0,28-sept.-18
SICC,20210331,1140.0,0.69,,-7.32,1919.0,25-sept.-00
SOGC,20210331,3000.0,14.34,4.2,27.66,126.0,15-juil.-20
SPHC,20210331,2100.0,15.77,,50.0,78.0,27-sept.-18
ABJC,20210331,905.0,6.44,,-27.02,164.96,30-sept.-19
BNBC,20210331,630.0,31.85,,5.0,45.0,19-juil.-19
CFAC,20210331,420.0,14.49,6.21,16.67,26.07,25-août-20
PRSC,20210331,2100.0,11.9,7.59,-4.33,159.3,1-sept.-20
SHEC,20210331,600.0,6.92,10.65,0.0,63.9,26-nov.-20
TTLC,20210331,1225.0,7.54,9.27,-22.96,113.51,25-sept.-20
TTLS,20210331,1395.0,7.8,7.55,-22.5,105.3,22-déc.-20
STAC,20210331,270.0,4.19,,-3.57,,
CABC,20210430,1260.0,6.39,5.95,24.75,75.0,29-juil.-20
FTSC,20210430,1840.0,7.31,6.79,14.29,125.0,6-août-20
NEIC,20210430,230.0,4.99,,0.0,9.0,28-juin-01
NTLC,20210430,1020.0,1.08,,218.75,31.5,12-août-11
SEMC,20210430,275.0,10.03,,37.5,16.92,29-sept.-17
SIVC,20210430,215.0,,,16.22,63.0,29-sept.-17
SLBC,20210430,62000.0,78.2,,21.81,1368.0,6-juin-19
SMBC,20210430,6450.0,5.35,,109.42,450.0,30-août-19
STBC,20210430,1120.0,2.35,,111.32,206.2,19-juin-17
UNLC,20210430,4085.0,,,-1.92,1233.0,9-juil.-12
UNXC,20210430,1035.0,6.94,,3.5,181.8,11-juil.-19
CIEC,20210430,1690.0,14.48,6.21,12.67,104.98,5-août-20
ONTBF,20210430,3400.0,7.45,11.39,18.67,387.17,10-juin-20
SDCC,20210430,3400.0,7.1,8.6,13.71,292.5,25-sept.-20
SNTS,20210430,13845.0,6.88,8.85,2.56,1225.0,20-mai-20
BICC,20210430,5130.0,18.3,,-23.2,182.9,17-juil.-19
BOAB,20210430,4000.0,6.09,10.9,8.25,436.0,15-mai-20
BOABF,20210430,3750.0,4.69,9.87,0.0,370.0,3-mai-21
BOAC,20210430,3900.0,5.49,8.08,6.12,315.0,15-juin-20
BOAM,20210430,1375.0,40.21,,22.22,271.0,15-mai-19
BOAN,20210430,3940.0,6.9,10.91,12.57,429.66,20-mai-20
BOAS,20210430,1575.0,4.93,10.22,5.35,161.0,19-juin-20
CBIBF,20210430,7795.0,7.26,5.39,-3.77,420.0,8-juil.-20
ECOC,20210430,3600.0,6.6,9.81,-7.57,353.0,20-juil.-20
ETIT,20210430,13.0,4.35,,0.0,1.21,28-avr.-17
NSBC,20210430,3995.0,7.26,1.94,-33.42,77.69,27-juil.-20
ORGT,20210430,4095.0,30.11,1.45,-1.33,59.52,17-juil.-20
SAFC,20210430,205.0,,,-26.79,23.04,29-juil.-11
SGBC,20210430,8250.0,5.3,3.31,1.91,273.0,29-juil.-20
SIBC,20210430,3155.0,5.21,8.56,16.85,270.0,19-juin-20
SDSC,20210430,1350.0,5.46,7.41,-12.9,100.0,18-déc.-20
PALC,20210430,4050.0,,,80.0,253.47,24-sept.-18
SCRC,20210430,675.0,7.4,,35.0,72.0,28-sept.-18
SICC,20210430,1140.0,0.69,,-7.32,1919.0,25-sept.-00
SOGC,20210430,2950.0,8.33,4.27,25.53,126.0,15-juil.-20
SPHC,20210430,2545.0,8.71,,81.79,78.0,27-sept.-18
ABJC,20210430,960.0,,,-22.58,164.96,30-sept.-19
BNBC,20210430,730.0,7.24,,21.67,45.0,19-juil.-19
CFAC,20210430,435.0,15.01,5.99,20.83,26.07,25-août-20
PRSC,20210430,2140.0,11.76,7.44,-2.51,159.3,1-sept.-20
SHEC,20210430,590.0,6.8,10.83,-1.67,63.9,26-nov.-20
TTLC,20210430,1300.0,10.7,8.73,-18.24,113.51,25-sept.-20
TTLS,20210430,1365.0,7.63,7.71,-24.17,105.3,22-déc.-20
STAC,20210430,390.0,2.26,,39.29,,
CABC,20210625,1315.0,6.67,5.7,30.2,75.0,29-juil.-20
FTSC,20210625,1980.0,7.86,6.31,22.98,125.0,6-août-20
NEIC,20210625,415.0,6.62,,80.43,9.0,28-juin-01
NTLC,20210625,3585.0,3.79,,1020.31,31.5,12-août-11
SEMC,20210625,445.0,16.24,,122.5,16.92,29-sept.-17
SIVC,20210625,470.0,,,154.05,63.0,29-sept.-17
SLBC,20210625,74005.0,6.95,,45.39,1368.0,6-juin-19
SMBC,20210625,7190.0,5.97,,133.44,450.0,30-août-19
STBC,20210625,3625.0,7.62,,583.96,206.2,19-juin-17
UNLC,20210625,4550.0,,,9.24,1233.0,9-juil.-12
UNXC,20210625,1380.0,77.44,,38.0,181.8,11-juil.-19
CIEC,20210625,1745.0,6.04,6.02,16.33,104.98,5-août-20
ONTBF,20210625,3280.0,7.18,12.18,14.49,399.56,1-juin-21
SDCC,20210625,4245.0,8.87,6.89,41.97,292.5,25-sept.-20
SNTS,20210625,13840.0,6.88,8.85,2.52,1225.0,17-mai-21
BICC,20210625,5300.0,18.91,,-20.66,182.9,17-juil.-19
BOAB,20210625,3910.0,5.96,11.15,5.82,436.0,20-mai-21
BOABF,20210625,3900.0,4.87,9.49,4.0,370.0,3-mai-21
BOAC,20210625,3580.0,5.04,8.8,-2.59,315.0,12-mai-21
BOAM,20210625,1440.0,42.11,,28.0,271.0,15-mai-19
BOAN,20210625,3895.0,6.82,11.03,11.29,429.66,6-mai-21
BOAS,20210625,1755.0,5.49,9.17,17.39,161.01,1-juin-21
CBIBF,20210625,8290.0,7.72,5.07,2.35,420.0,8-juil.-20
ECOC,20210625,3405.0,6.24,8.64,-12.58,294.3,6-mai-21
ETIT,20210625,13.0,4.35,,0.0,1.21,28-avr.-17
NSBC,20210625,5200.0,17.86,1.49,-13.33,77.69,27-juil.-20
ORGT,20210625,3990.0,29.34,1.49,-3.86,59.52,17-juil.-20
SAFC,20210625,340.0,,,21.43,23.04,29-juil.-11
SGBC,20210625,8045.0,5.4,4.38,3.89,368.3,30-juin-21
SIBC,20210625,3305.0,5.46,8.17,22.41,270.0,19-juin-20
SDSC,20210625,1790.0,7.24,5.59,15.48,100.0,18-déc.-20
PALC,20210625,4395.0,19.29,,95.33,253.47,24-sept.-18
SCRC,20210625,1000.0,10.96,,100.0,72.0,28-sept.-18
SICC,20210625,1720.0,1.04,,39.84,1919.0,25-sept.-00
SOGC,20210625,3400.0,9.6,3.71,44.68,126.0,15-juil.-20
SPHC,20210625,2700.0,9.24,,92.86,78.0,27-sept.-18
ABJC,20210625,1050.0,,,-15.32,164.96,30-sept.-19
BNBC,20210625,1700.0,17.87,,183.33,45.0,19-juil.-19
CFAC,20210625,645.0,30.95,4.04,79.17,26.07,25-août-20
PRSC,20210625,2790.0,15.33,5.71,27.11,159.3,1-sept.-20
SHEC,20210625,690.0,,9.26,15.0,63.9,26-nov.-20
TTLC,20210625,1490.0,12.27,7.62,-6.29,113.51,25-sept.-20
TTLS,20210625,1900.0,10.21,5.54,5.56,105.3,22-déc.-20
STAC,20210625,700.0,4.05,,150.0,,
CABC,20210730,1375.0,6.98,9.67,36.14,133.0,2-août-21
FTSC,20210730,1950.0,7.74,12.05,21.12,235.0,30-juil.-21
NEIC,20210730,320.0,5.1,,39.13,9.0,28-juin-01
NTLC,20210730,3695.0,3.9,9.84,1054.69,363.67,30-juil.-21
SEMC,20210730,485.0,17.7,,142.5,16.92,29-sept.-17
SIVC,20210730,450.0,,,143.24,63.0,29-sept.-17
SLBC,20210730,89070.0,8.63,2.98,80.36,2736.0,3-août-21
SMBC,20210730,6800.0,5.64,11.91,120.78,810.0,15-juil.-21
STBC,20210730,3500.0,7.36,12.46,560.38,436.12,2-juil.-21
UNLC,20210730,4550.0,,,9.24,1233.0,9-juil.-12
UNXC,20210730,1615.0,90.63,1.11,61.5,18.0,16-juil.-21
CIEC,20210730,1700.0,5.89,9.83,13.33,167.14,14-juil.-21
ONTBF,20210730,3605.0,7.89,11.08,25.83,399.56,1-juin-21
SDCC,20210730,4605.0,9.62,7.33,54.01,337.5,27-juil.-21
SNTS,20210730,14280.0,7.09,8.58,5.78,1225.0,17-mai-21
BICC,20210730,5700.0,20.33,0.88,-14.67,50.0,6-juil.-21
BOAB,20210730,3995.0,6.09,10.91,8.12,436.0,20-mai-21
BOABF,20210730,4005.0,5.0,9.24,6.8,370.0,3-mai-21
BOAC,20210730,3900.0,5.49,8.08,6.12,315.0,12-mai-21
BOAM,20210730,1600.0,46.78,,42.22,271.0,15-mai-19
BOAN,20210730,3850.0,6.74,11.16,10.0,429.66,6-mai-21
BOAS,20210730,1990.0,6.23,8.09,33.11,161.01,1-juin-21
CBIBF,20210730,8275.0,7.7,4.91,2.16,406.0,6-juil.-21
ECOC,20210730,3600.0,6.6,8.18,-7.57,294.3,6-mai-21
ETIT,20210730,13.0,4.35,,0.0,1.21,28-avr.-17
NSBC,20210730,4950.0,17.0,1.57,-17.5,77.69,27-juil.-20
ORGT,20210730,3990.0,29.34,1.49,-3.86,59.52,17-juil.-20
SAFC,20210730,760.0,,,171.43,23.04,29-juil.-11
SGBC,20210730,8600.0,5.52,4.28,6.24,368.3,30-juin-21
SIBC,20210730,3300.0,5.45,10.91,22.22,360.0,23-juil.-21
SDSC,20210730,1875.0,7.59,5.33,20.97,100.0,18-déc.-20
PALC,20210730,4395.0,19.29,,95.33,253.47,24-sept.-18
SCRC,20210730,1185.0,12.99,,137.0,72.0,28-sept.-18
SICC,20210730,3980.0,2.41,,223.58,1919.0,25-sept.-00
SOGC,20210730,3600.0,10.16,6.94,53.19,250.0,15-juil.-21
SPHC,20210730,3500.0,11.98,,150.0,78.0,27-sept.-18
ABJC,20210730,1290.0,,,4.03,164.96,30-sept.-19
BNBC,20210730,1700.0,17.87,,183.33,45.0,19-juil.-19
CFAC,20210730,720.0,34.55,3.08,100.0,22.15,15-juil.-21
PRSC,20210730,2860.0,15.72,5.57,30.3,159.3,1-sept.-20
SHEC,20210730,710.0,,9.0,18.33,63.9,26-nov.-20
TTLC,20210730,1840.0,15.15,6.17,15.72,113.51,25-sept.-20
TTLS,20210730,1685.0,9.05,13.27,-6.39,223.6,30-juil.-21
STAC,20210730,675.0,3.91,9.8,141.07,66.15,16-juil.-21
CABC,20210928,1140.0,5.78,11.67,12.87,133.0,2-août-21
FTSC,20210928,1945.0,7.72,12.08,20.81,235.0,30-juil.-21
NEIC,20210928,540.0,8.61,,134.78,9.0,28-juin-01
NTLC,20210928,3890.0,4.11,9.35,1115.63,363.67,30-juil.-21
SEMC,20210928,750.0,25.65,,275.0,16.92,29-sept.-17
SIVC,20210928,545.0,,,194.59,63.0,29-sept.-17
SLBC,20210928,98510.0,9.26,2.78,93.54,2736.0,3-août-21
SMBC,20210928,7100.0,5.89,11.41,130.52,810.0,15-juil.-21
STBC,20210928,4000.0,8.41,10.9,654.72,436.12,2-juil.-21
UNLC,20210928,4550.0,,,9.24,1233.0,9-juil.-12
UNXC,20210928,2185.0,122.62,0.82,118.5,18.0,16-juil.-21
CIEC,20210928,1995.0,6.91,8.38,33.0,167.14,14-juil.-21
ONTBF,20210928,4050.0,8.87,9.87,41.36,399.56,1-juin-21
SDCC,20210928,4205.0,8.79,8.03,40.64,337.5,27-juil.-21
SNTS,20210928,13500.0,6.71,9.07,0.0,1225.0,17-mai-21
BICC,20210928,6100.0,21.76,0.82,-8.68,50.0,6-juil.-21
BOAB,20210928,5150.0,7.85,8.47,39.38,436.0,20-mai-21
BOABF,20210928,5795.0,7.24,6.38,54.53,370.0,3-mai-21
BOAC,20210928,4850.0,6.82,6.49,31.97,315.0,12-mai-21
BOAM,20210928,2075.0,60.67,,84.44,271.0,15-mai-19
BOAN,20210928,4775.0,8.36,9.0,36.43,429.66,6-mai-21
BOAS,20210928,2385.0,7.47,6.75,59.53,161.01,1-juin-21
CBIBF,20210928,9500.0,8.84,4.27,17.28,406.0,6-juil.-21
ECOC,20210928,4100.0,7.52,7.18,5.26,294.3,6-mai-21
ETIT,20210928,13.0,4.35,,0.0,1.21,28-avr.-17
NSBC,20210928,6095.0,20.94,1.27,1.58,77.69,27-juil.-20
ORGT,20210928,4100.0,30.15,1.45,-1.2,59.52,17-juil.-20
SAFC,20210928,630.0,,,125.0,23.04,29-juil.-11
SGBC,20210928,10100.0,6.49,3.65,24.77,368.3,30-juin-21
SIBC,20210928,4190.0,6.92,8.59,55.19,360.0,23-juil.-21
SDSC,20210928,2100.0,8.5,4.76,35.48,100.0,11-août-21
PALC,20210928,5800.0,25.46,1.77,157.78,102.51,27-août-21
SCRC,20210928,1390.0,15.24,2.91,178.0,40.5,20-août-21
SICC,20210928,5490.0,3.33,,346.34,1919.0,25-sept.-00
SOGC,20210928,4200.0,11.86,5.95,78.72,250.0,15-juil.-21
SPHC,20210928,4450.0,15.23,2.97,217.86,132.3,24-août-21
ABJC,20210928,1635.0,,,31.85,164.96,30-sept.-19
BNBC,20210928,2025.0,21.29,,237.5,45.0,19-juil.-19
CFAC,20210928,850.0,40.79,2.61,136.11,22.15,15-juil.-21
PRSC,20210928,3110.0,17.09,5.24,41.69,162.9,2-sept.-21
SHEC,20210928,930.0,,6.87,55.0,63.9,26-nov.-20
TTLC,20210928,1805.0,14.86,6.06,13.52,109.31,27-sept.-21
TTLS,20210928,1825.0,9.8,12.25,1.39,223.6,30-juil.-21
STAC,20210928,665.0,3.85,9.95,137.5,66.15,16-juil.-21
CABC,20211022,1185.0,6.01,11.22,17.33,133.0,2-août-21
FTSC,20211022,1605.0,6.37,14.64,-0.31,235.0,30-juil.-21
NEIC,20211022,490.0,7.81,,113.04,9.0,28-juin-01
NTLC,20211022,4955.0,5.23,7.34,1448.44,363.67,30-juil.-21
SEMC,20211022,680.0,23.26,,240.0,16.92,29-sept.-17
SIVC,20211022,610.0,,,229.73,63.0,29-sept.-17
SLBC,20211022,102000.0,9.58,2.68,100.39,2736.0,3-août-21
SMBC,20211022,7010.0,5.82,11.55,127.6,810.0,15-juil.-21
STBC,20211022,4510.0,9.48,9.67,750.94,436.12,2-juil.-21
UNLC,20211022,4550.0,,,9.24,1233.0,9-juil.-12
UNXC,20211022,1940.0,108.87,0.93,94.0,18.0,16-juil.-21
CIEC,20211022,1995.0,6.91,8.38,33.0,167.14,14-juil.-21
ONTBF,20211022,3975.0,8.7,10.05,38.74,399.56,1-juin-21
SDCC,20211022,4500.0,9.4,7.5,50.5,337.5,27-juil.-21
SNTS,20211022,13995.0,6.95,8.75,3.67,1225.0,17-mai-21
BICC,20211022,6200.0,22.12,0.81,-7.19,50.0,6-juil.-21
BOAB,20211022,5225.0,7.96,8.34,41.41,436.0,20-mai-21
BOABF,20211022,5295.0,6.62,6.99,41.2,370.0,3-mai-21
BOAC,20211022,4800.0,6.75,6.56,30.61,315.0,12-mai-21
BOAM,20211022,1600.0,46.78,,42.22,271.0,15-mai-19
BOAN,20211022,4900.0,8.58,8.77,40.0,429.66,6-mai-21
BOAS,20211022,2400.0,7.51,6.71,60.54,161.01,1-juin-21
CBIBF,20211022,9300.0,8.66,4.37,14.81,406.0,6-juil.-21
ECOC,20211022,4350.0,7.98,6.77,11.68,294.3,6-mai-21
ETIT,20211022,13.0,4.35,,0.0,1.21,28-avr.-17
NSBC,20211022,5920.0,20.33,1.31,-1.33,77.69,27-juil.-20
ORGT,20211022,4075.0,29.96,1.46,-1.81,59.52,17-juil.-20
SAFC,20211022,615.0,,,119.64,23.04,29-juil.-11
SGBC,20211022,10900.0,7.0,3.38,34.65,368.3,30-juin-21
SIBC,20211022,3850.0,6.36,9.35,42.59,360.0,23-juil.-21
SDSC,20211022,2430.0,9.83,4.12,56.77,100.0,11-août-21
PALC,20211022,6700.0,29.41,1.53,197.78,102.51,27-août-21
SCRC,20211022,1200.0,13.15,3.38,140.0,40.5,20-août-21
SICC,20211022,6050.0,3.67,,391.87,1919.0,25-sept.-00
SOGC,20211022,5295.0,14.95,4.72,125.32,250.0,15-juil.-21
SPHC,20211022,5390.0,18.45,2.45,285.0,132.3,24-août-21
ABJC,20211022,1805.0,,,45.56,164.96,30-sept.-19
BNBC,20211022,2000.0,21.03,,233.33,45.0,19-juil.-19
CFAC,20211022,1050.0,50.39,2.11,191.67,22.15,15-juil.-21
PRSC,20211022,3275.0,18.0,4.97,49.2,162.9,2-sept.-21
SHEC,20211022,1060.0,,6.03,76.67,63.9,26-nov.-20
TTLC,20211022,1930.0,15.89,5.66,21.38,109.31,27-sept.-21
TTLS,20211022,1840.0,9.89,12.15,2.22,223.6,30-juil.-21
STAC,20211022,720.0,4.17,9.19,157.14,66.15,16-juil.-21
CABC,20211130,1200.0,6.09,11.08,18.81,133.0,2-août-21
FTSC,20211130,1700.0,6.75,13.82,5.59,235.0,30-juil.-21
NEIC,20211130,575.0,9.17,,150.0,9.0,28-juin-01
NTLC,20211130,4700.0,4.96,7.74,1368.75,363.67,30-juil.-21
SEMC,20211130,680.0,23.26,,240.0,16.92,29-sept.-17
SIVC,20211130,600.0,,,224.32,63.0,29-sept.-17
SLBC,20211130,135000.0,12.68,2.03,165.23,2736.0,3-août-21
SMBC,20211130,6900.0,5.72,11.74,124.03,810.0,15-juil.-21
STBC,20211130,5845.0,12.28,7.46,1002.83,436.12,2-juil.-21
UNLC,20211130,4550.0,,,9.24,1233.0,9-juil.-12
UNXC,20211130,2125.0,119.25,0.85,112.5,18.0,16-juil.-21
CIEC,20211130,1995.0,6.91,8.38,33.0,167.14,14-juil.-21
ONTBF,20211130,3900.0,8.54,10.25,36.13,399.56,1-juin-21
SDCC,20211130,4590.0,9.59,7.35,53.51,337.5,27-juil.-21
SNTS,20211130,13980.0,6.95,8.76,3.56,1225.0,17-mai-21
BICC,20211130,6000.0,21.4,0.83,-10.18,50.0,6-juil.-21
BOAB,20211130,5500.0,8.38,7.93,48.85,436.0,20-mai-21
BOABF,20211130,5895.0,7.37,6.28,57.2,370.0,3-mai-21
BOAC,20211130,5450.0,7.67,5.78,48.3,315.0,12-mai-21
BOAM,20211130,1550.0,45.32,,37.78,271.0,15-mai-19
BOAN,20211130,5325.0,9.33,8.07,52.14,429.66,6-mai-21
BOAS,20211130,2600.0,8.14,6.19,73.91,161.01,1-juin-21
CBIBF,20211130,9150.0,8.52,4.44,12.96,406.0,6-juil.-21
ECOC,20211130,5015.0,9.2,5.87,28.75,294.3,6-mai-21
ETIT,20211130,13.0,4.35,,0.0,1.21,28-avr.-17
NSBC,20211130,6195.0,21.28,1.25,3.25,77.69,27-juil.-20
ORGT,20211130,4100.0,30.15,1.45,-1.2,59.52,17-juil.-20
